"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124188837",213.618958120378,311.122957754138,266.879705281078,262.488299723661,261.496636254723,225.194230023395,223.711528127286,202.257190243113,196.390297834373,215.394758929781,232.383106095027,232.094879156958,221.283951864057,245.349759027083,187.992501188008,300.858099623273,219.468330521292,277.085915037892,197.907019958394,255.558851808034,216.962130106496,221.756806701983,203.493858259963,235.965586690211,155.601448478405,162.843323870547,172.735580486144,172.936493290802,188.633791357391,165.78679650508,160.696043433845,149.307379655487,199.396029426866,241.32766414429,206.360310293226,178.384803165942
"gene-LOC124188838",5.62155152948363,8.02322813692619,10.4658707953364,11.1697148818579,12.6716431665284,7.81924409803455,10.6529299108231,23.7949635580133,21.8211442038192,17.1911309943957,20.810427411495,19.9816783380162,11.881017549748,4.93165344778057,12.5328334125339,30.5218361936654,20.8544567463671,26.5838885276207,15.1074061036942,8.9356241890921,7.69369255696795,4.61993347295799,13.1286360167718,13.2938358698711,70.8760524482788,58.5838787095262,60.0461779785166,74.8688477051644,80.6807179902092,94.6156969953236,4.3043583062637,11.0598059004064,10.9667816184776,16.5912769099199,14.2764994542484,3.87793050360744
"gene-LOC124188839",83.3863476873405,35.658791719672,26.164676988341,65.9013178029618,55.2944429084877,37.5323716705659,39.0607430063515,61.8669052508346,84.8600052370746,76.8544679749454,79.7733050773974,49.1856697551168,62.3753421361773,22.1924405150126,69.9749865533142,65.4039347007116,59.5841621324774,103.268182357296,34.7470340384967,37.5296215941868,31.5441394835686,50.8192682025379,21.3340335272542,44.3127862329036,214.257491883877,147.949117418973,164.51007665347,199.298763609522,110.225769648596,179.183709353976,25.8261498375822,20.7371360632621,17.9456426484179,28.6576601171344,27.2551353217469,17.4506872662335
"gene-LOC124188840",1188.02122323087,1251.62358936049,1378.00632138596,1301.27178373645,1348.95401345498,1290.1752761757,1092.51714529886,1361.07191551836,1406.25151535724,1310.57092757275,920.861412958653,1057.49189973501,1183.64637339365,1430.17949985637,1181.21954913132,1155.4695130459,1174.80106337868,1466.20369802339,1087.73323946598,1340.34362836382,1417.94753824919,1098.00418873968,1570.51308350633,1396.96058599229,430.958985576316,754.63979354644,789.648367936657,923.733951967944,653.400180906624,718.409451522015,793.436714454609,994.000055299029,1232.26746185803,879.337676225756,972.099826475638,1095.5153672691
"gene-LOC124188841",81.5124971775127,88.2555095061881,88.9599017603595,79.3049756611913,101.373145332227,90.7032315372008,95.8763691974083,78.5233797414439,84.8600052370746,104.158028966044,105.786339341766,110.667756949013,98.0183947854214,99.8659823175566,85.6410283189815,76.3045904841635,108.244561207334,109.40292586367,101.219620894751,89.3562418909211,106.172957286158,135.518048540101,119.798803653043,131.830539042888,79.8373924130037,72.4851380643291,96.2383948422801,86.4682466454011,88.6351549751594,83.7307053055961,100.435027146153,95.3908258910056,97.7040544191644,85.9729803514033,99.9354961797385,100.826193093794
"gene-LOC124188842",117.115656864242,115.891073088934,111.635955150255,119.51594923588,109.436918256382,165.767974878333,100.61100471333,138.010788636477,116.379435753702,146.630234952199,133.533575890426,133.723539646724,75.7414868796438,87.5368486981051,89.8186394564928,95.925770894377,100.300006256337,107.358011361545,107.262583336229,85.7819922152842,82.322510359557,126.278181594185,121.439883155139,106.350686958969,124.644092236628,145.96322322543,148.059068988123,136.029314844594,139.770821306982,121.409522693114,127.695963085823,158.984709818343,156.52588310009,147.813194288378,123.297040741236,139.605498129868
"gene-LOC124188843",240.789790512882,226.433327419917,286.067135072528,308.284130739279,217.72186895217,243.960415858678,245.017387948932,180.841723040901,249.73087255482,258.878207915606,289.611781476639,278.20644455238,253.956750125865,218.22566506429,246.479057113166,233.274033765871,247.274272849781,256.636770016646,225.100350945044,234.113353754213,228.502668941948,271.036097080202,244.520845812375,259.229799462486,250.102851742777,196.603525160783,236.07195999773,249.914322621464,220.451539297191,239.469817174005,330.000803480217,262.670390134653,322.024587524389,310.709367585773,321.870169513963,286.966857266951
"gene-LOC124188844",46.8462627456969,25.8526239967622,29.6533005867865,35.7430876219454,33.4070592572113,46.9154645882073,78.121486012703,78.5233797414439,70.3125757678618,57.6408509812091,67.6338890873587,49.1856697551168,49.0091973927107,39.4532275822446,55.3533475720246,45.7827542904981,32.7712891728626,46.010576297805,63.4511056355157,37.5296215941868,86.169356638041,73.9189355673278,64.0021005817627,59.8222614144198,69.2467179092379,67.5204025804709,86.3677902430719,103.340099649382,70.4535847238447,89.5918546769879,84.6523800231861,69.1237868775403,48.8520272095822,73.9065971441888,53.2124070567439,87.2534363311675
"gene-LOC124188845",10333.3486364458,8205.08797469652,10371.6779581784,7058.14283384602,8276.88692286425,11753.8877281655,10589.0123313582,10172.3469210507,11635.519003792,9894.00150877455,10436.4293468647,7752.89119515029,10639.4512157994,10607.986566176,13380.8884734487,9843.2921724571,8757.87876410531,7407.7027839466,12767.268898232,13172.8971795596,14655.7149517682,11880.9289146236,10488.1390978986,11052.716706142,5989.43376551432,5457.23724385688,5822.01161276631,4331.84825877205,4220.39699458644,4219.19024034899,12369.2909860998,13277.2969834379,12789.2613274392,12921.5881170258,9788.48717126738,14005.1460137783
"gene-LOC124188846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18013115669039,0,0,0,0,0,0,0,0,0.814667269520446,0,0,0,0,0.837307053055961,0,0,0,0,0,0
"gene-LOC124188848",22.4862061179345,11.5891073088934,13.9544943937819,23.4564012519016,17.2795134089024,48.4793134078142,20.1222009426659,21.415467202212,29.0948589384256,23.2585889924177,17.3420228429125,15.370521798474,28.2174166806516,32.0557474105737,26.1100696094456,28.341705036975,21.8475261152417,23.5165167744337,12.0859248829554,10.7227490269105,16.9261236253295,26.1796230134286,18.0518745230613,21.0485734606292,52.1387052493086,47.6614606450383,49.3530229960411,55.8880130756861,43.1812293468725,41.0280455997421,10.0435027146153,22.1196118008129,18.9426227955523,24.132766414429,29.8508624952466,15.5117220144298
"gene-LOC124188849",3.74770101965575,3.5658791719672,3.48862359844547,3.35091446455738,0,1.56384881960691,2.3673177579607,7.13848906740399,9.69828631280853,2.02248599934067,5.20260685287375,3.0741043596948,1.48512719371851,1.23291336194514,0,0,3.9722774754985,1.02245725106233,1.51074061036942,3.57424967563684,6.92432330127115,1.53997782431933,4.92323850628944,3.32345896746777,4.07333634760223,2.97884129031489,0.822550383267351,1.05449081274879,4.54539256282869,3.34922821222385,0,0,0,0,0,0
"gene-LOC124188850",3.74770101965575,2.6744093789754,3.48862359844547,2.23394297637159,0,1.56384881960691,0,0,0,1.01124299967033,3.4684045685825,0,0,0,1.04440278437782,2.18013115669039,2.97920810662387,1.02245725106233,0,3.57424967563684,0.769369255696795,0,0,4.43127862329036,0,0.992947096771631,0.822550383267351,1.05449081274879,0,5.02384231833577,1.4347861020879,4.14742721265242,0.99698014713433,1.50829790090181,3.89359076024955,1.93896525180372
"gene-LOC124188851",542.479722595171,619.571506129301,680.281601696866,637.790719754088,611.694774675145,459.771552964432,513.707953477471,528.248190987896,463.093171436607,542.026247823299,466.500414474346,557.949941284607,478.210956377359,488.233691330276,417.761113751129,477.448723315195,490.576268224064,615.519265139525,524.226991798189,468.226707508426,482.39452332189,346.495010471849,489.041691624751,483.009369938649,210.184155536275,327.672541934638,316.68189755793,331.110115203121,312.495738694472,320.688601320433,289.826792621756,313.821992424033,371.873594881105,334.842134000202,356.912486356209,349.01374532467
"gene-LOC124188852",784.206438362967,598.176231097497,950.64993057639,922.618449241465,1034.46686941296,950.820082321002,849.867075107891,768.57732292383,955.28120181164,936.41101769473,1009.30572945751,777.748403002785,828.700974094926,676.869435707883,883.564755583638,898.214036556439,714.016876220855,762.753109292501,877.740294624634,911.433667287395,805.529610714544,996.365652334606,1024.0336093082,1081.23198408285,799.188591399558,934.363218062105,940.175088074582,1056.59979437429,981.804793570997,1006.44307777327,1420.43824106702,1479.24903917936,1121.60266552612,1263.95364095572,1229.07681665211,1064.49192324024
"gene-LOC124188853",358.842372632039,334.301172371925,397.703090222783,377.536363006798,342.134365496268,372.196019066445,383.505476789633,411.65286955363,278.825731493245,406.519685867475,397.132323102696,364.281366623834,344.549508942693,340.284087896859,306.010015822702,374.982558950747,379.352498910106,380.354097395188,329.341453060534,325.256720482953,433.154890957295,338.795121350253,321.65158241091,368.903945388922,251.732186281818,379.305790966763,319.149548707732,354.308913083595,302.268605428108,302.267846153202,259.69628447791,316.586943899135,443.656165474777,322.775750792988,324.465896687463,391.670980864352
"gene-LOC124188854",323.239212945309,406.510225604261,313.976123860092,392.056992353213,392.820938162381,228.321927662609,256.853976738736,273.642080917153,186.692011521564,268.990637912309,246.256724369357,315.095696868717,265.837767675613,250.281412474864,233.946223700632,248.534951862704,280.045562022644,363.994781378191,223.589610334674,228.751979240758,231.580145964735,158.617715904891,234.674368799796,216.024832885405,170.265459329773,182.70226580598,160.397324737133,144.465241346585,174.997613668905,150.715269550073,160.696043433845,185.251748831808,253.23295737212,194.570429216334,221.934673334225,160.934115899709
"gene-LOC124188855",48.7201132555248,41.8990802706146,55.8179775751275,27.9242872046448,38.0149294995853,48.4793134078142,16.5712243057249,23.7949635580133,9.69828631280853,17.1911309943957,29.4814388329512,15.370521798474,26.7322894869331,23.4253538769577,34.4652918844682,28.341705036975,19.8613873774925,23.5165167744337,21.1503685451719,12.5098738647289,16.9261236253295,24.6396451891093,24.6161925314472,13.2938358698711,457.843005470491,471.649870966525,496.82043149348,400.706508844542,342.040790352859,352.50626933656,28.695722041758,30.4144662261177,12.9607419127463,19.6078727117235,22.0636809747475,19.3896525180372
"gene-LOC124188856",501.255011378957,596.393291511514,519.804916168375,662.364092494175,580.591650539121,516.070110470281,422.566219795985,444.965818534849,402.478881981554,463.149293849013,442.221582494268,507.227219349642,374.252052817063,441.382983576361,381.207016297905,527.591739919074,473.694088953196,594.047662867216,376.174411981986,382.444715293142,375.452196780036,425.033879512135,459.502260587014,401.030715407777,384.522951213651,368.383372902275,366.034920553971,395.434054780798,387.494715981146,350.831655230448,275.478931600877,322.116846849338,433.686364003434,336.350431901104,385.465485264706,358.708571583689
"gene-LOC124188857",491.885758829818,429.688440222047,505.850421774593,478.063796943519,550.64049396369,489.484680536963,486.483799260923,535.3866800553,501.886316687841,529.891331827255,414.474345945608,470.337967033305,481.181210764796,469.739990901099,405.228280338595,538.492395702526,460.784187157826,515.318454535416,509.119585694495,453.929708805879,503.936862481401,529.752371565849,530.068679177163,567.203663781166,205.296151919152,247.243827096136,277.199479161097,322.674188701131,237.496761407799,247.842887704565,307.044225846811,335.941604224846,401.782999295135,368.024687820042,353.01889559596,399.426841871567
"gene-LOC124188858",5.62155152948363,4.457348964959,1.74431179922273,11.1697148818579,5.75983780296747,6.25539527842764,8.28561215286244,4.75899271160266,0,6.06745799802201,15.6078205586212,4.6111565395422,2.97025438743701,3.69874008583543,7.31081949064476,4.36026231338077,2.97920810662387,8.17965800849866,4.53222183110826,3.57424967563684,10.7711695797551,4.61993347295799,8.2053975104824,5.53909827911295,313.646898765372,291.92644645086,322.439750240802,435.504705665252,360.222360604174,358.367418707952,86.087166125274,73.2712140901927,89.7282132420897,88.9895761532069,84.3611331387403,65.9248185613266
"gene-LOC124188859",34.6662344318157,26.744093789754,29.6533005867865,31.2752016692022,26.4952538936504,40.6600693097797,15.3875654267445,26.1744599138146,31.5194305166277,21.236102993077,17.3420228429125,10.7593652589318,40.0984342303997,22.1924405150126,39.6873058063573,41.4224919771173,48.6603990748566,34.7635465361193,43.8114777007132,35.7424967563684,37.6990935291429,29.2595786620673,22.9751130293507,31.0189503630325,134.420099470874,141.991434838343,119.269805573766,94.9041731473915,146.588910151225,106.337995738107,15.7826471229669,24.8845632759145,16.9486625012836,31.674255918938,31.1487260819964,19.3896525180372
"gene-LOC124188860",98.3771517659636,95.3872678501225,99.4257725556959,100.527433936721,114.044788498756,104.777870913663,107.712957987212,95.1798542320532,101.83200628449,99.1018139676928,76.304900508815,92.2231307908441,102.473776366577,110.962202575063,80.4190143970924,113.3668201479,89.3762431987162,94.0660670977346,101.219620894751,85.7819922152842,100.018003240583,93.9386472834791,109.952326640464,103.027227991501,76.5787233349219,46.6685135482667,64.9814802781207,70.6508844541692,97.7259401008168,82.0560911994842,96.1306688398894,95.3908258910056,61.8127691223285,120.663832072145,92.1483146592394,83.3755058275601
"gene-LOC124188861",5876.39519882022,2942.74178666593,7057.48553965518,4947.06672117488,7228.59644272417,7775.45633108556,5675.64432471077,10105.7210230883,11128.7835439478,6748.02453680014,8513.19901358574,6583.19448628642,9893.91736455269,10312.0873593092,12447.1923842149,6893.574717455,7955.47871405461,5750.29957997456,9531.26251082068,12817.2593368337,6910.47465466861,8312.80029567574,8860.18823181889,9385.44812412898,4883.11561350555,4952.8201186969,4807.80699019767,4413.0440513537,4127.21644704845,4136.29684209645,4981.57734644919,7855.22714076368,6941.97276449634,7004.53545178801,5849.47118548158,7329.28865181807
"gene-LOC124188862",1137.42725946552,1303.32883735401,1329.16559100772,1548.12248262551,1600.08294166436,1307.37761319138,1088.96616866192,1194.50717061227,1064.38692283074,1345.96443256122,1233.01782413108,1317.25371812922,1115.3305224826,1120.71824600813,934.740492018152,1310.25882517092,1201.6139363383,1544.93290635519,1048.45398359638,984.70578563795,1209.44846995536,1352.10052975237,1705.08160267824,1321.62884939635,725.053869873197,916.490170320215,717.26393420913,1341.31231381647,1046.57663759131,1192.32524355169,822.132436496367,836.397821218238,1024.89559125409,971.343848180766,955.22759984789,921.008494606768
"gene-LOC124188863",1775.47335806191,1526.19628560196,1807.10702399475,1687.74391864873,1820.10874573772,2172.186010434,1949.48617368063,2053.50535505655,2257.27613930618,2015.40729834298,2311.69164496023,2079.63159933353,1853.4387377607,1888.82327049996,1813.0832336799,2036.24250034882,1937.47833867439,1641.04388795504,2145.25166672458,2303.60391594794,1991.1276337433,2339.22631514106,2057.91369562898,2217.85495095682,2090.43621358946,2057.38638451082,2237.3370424872,2052.03912160915,2346.55891056031,2398.88470700533,3301.44282090426,3174.16429341665,1965.04787000176,3055.81154722707,2744.98148597594,2739.75790079866
"gene-LOC124188864",232.357463218657,252.285951416679,245.947963690406,340.676303896667,326.006819647959,312.769763921382,263.955930012618,228.431650156928,220.636013616394,303.3728999011,358.979872848288,310.484540329175,233.164969413805,228.088971959851,225.59100142561,294.317706153202,289.97625571139,356.837580620754,205.460723010241,184.073858295297,266.971131726788,291.055808796353,269.137038343823,296.895667760454,295.724218835922,292.919393547631,294.473037209712,308.965808135397,299.995909146693,277.985941614579,342.913878399008,329.029225537092,494.502152978628,488.688519892187,447.762937428699,401.365807123371
