"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124188781",331.671540239534,337.867051543892,322.697682856206,342.910246873038,313.33517648143,383.142960803693,311.302285171832,290.298555407762,380.657737777735,322.586516894837,381.524502544075,284.354653271769,267.322894869331,315.625820657957,357.185752257216,377.162690107437,287.990116973641,313.894376076136,300.637381463515,321.682470807316,312.363917812899,380.374522606874,362.678569963322,354.502289863229,259.878858977022,192.631736773696,263.216122645552,228.824506366488,234.087716985677,243.656352439285,243.913637354943,254.375535709348,220.332612516687,263.952132657817,154.445766823232,217.164108202017
"gene-LOC124188782",100.251002275791,72.2090532323357,88.9599017603595,81.5389186375629,87.5495346051055,107.905568552877,66.2848972228995,71.3848906740399,87.2845768152768,75.8432249752751,81.5075073616887,79.9267133520649,92.0778860105474,81.3722818883794,91.9074450252484,82.8449839542347,66.5356477145998,92.02115259561,83.0907335703182,85.7819922152842,94.6324184507057,69.2990020943698,83.6950546069204,86.409933154162,272.913535289349,306.820652902434,305.166192192187,261.513721561701,248.860242814871,225.235597272054,117.652460371208,131.335195067327,118.640637508985,126.697023675752,111.616268460487,116.337915108223
"gene-LOC124188783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62933453904089,0,0,14.7628713784831,2.27269628141434,1.67461410611192,2.8695722041758,1.38247573755081,0.99698014713433,6.03319160360725,1.29786358674985,5.81689575541117
"gene-LOC124188785",735.486325107442,782.7104782468,770.985815256449,1084.5793150284,991.844069670998,1096.25802254444,694.807761961465,621.048548864147,555.226891408288,1050.68147665748,1068.26860712341,979.102238562795,550.982188869566,583.168020200053,572.332725839047,1053.00334868146,829.212923010311,939.638213726284,628.468093913679,566.518573588439,590.106219119442,1142.66354564494,1038.80332482707,984.851674026282,754.381891575933,769.533999998014,693.409973094377,824.611815569557,848.852061108258,859.914343488472,767.610564617027,728.564713689275,685.922341228419,1088.99108445111,978.589144409388,998.567104678917
"gene-LOC124188786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0346763123271,16.8801006451177,24.6765114980205,26.3622703187199,7.95443698495021,20.0953692733431,0,0,1.99396029426866,0,1.29786358674985,0
"gene-LOC124188787",0,0,0,0,0,0,0,2.37949635580133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25866907808178,2.97884129031489,0.822550383267351,0,4.54539256282869,0.837307053055961,0,1.38247573755081,0,0,0,1.93896525180372
"gene-LOC124188788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822550383267351,0,0,0,1.4347861020879,0,0,0,2.5957271734997,0
"gene-LOC124188789",0,0,1.74431179922273,0,1.15196756059349,0,0,0,0,1.01124299967033,0,1.5370521798474,0,0,1.04440278437782,0,0.993069368874624,0,1.51074061036942,0,0,0,1.64107950209648,1.10781965582259,11.4053417732862,18.865994838661,15.6284572820797,14.7628713784831,17.0452221106076,13.3969128488954,2.8695722041758,2.76495147510161,2.99094044140299,9.04978740541087,7.78718152049911,3.87793050360744
"gene-LOC124188790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25866907808178,0.992947096771631,3.2902015330694,5.27245406374397,5.68174070353586,4.18653526527981,1.4347861020879,0,0,0,0,0
"gene-LOC124188791",44.0354869809551,20.5038052388114,43.6077949805684,23.4564012519016,28.7991890148373,35.9685228509589,30.7751308534891,52.3489198276293,65.4634326114576,39.4384769871431,31.2156411172425,36.8892523163376,32.6727982618071,33.2886607725189,33.4208891000903,23.9814427235943,36.7435666483611,29.6512602808077,31.7255528177579,33.95537191855,44.6234168304141,30.7995564863866,32.8215900419296,38.7736879537906,43.1773652845836,73.4780851611007,52.6432245291105,44.2886141354494,56.8174070353586,57.7741866608613,31.5652942459338,49.769126551829,24.9245036783583,34.6908517207417,29.8508624952466,29.0844787770558
"gene-LOC124188792",604.316789419491,481.393688215572,593.06601173573,1003.04039639084,948.069302368445,1221.365928113,609.58432267488,647.223008777962,589.170893503118,1012.25424267001,1196.59957616096,906.860786109967,543.556552900973,554.811012875314,608.886823292271,994.139807450816,885.817877036165,861.931462645547,599.76402231666,621.91944356081,569.333249215628,1176.54305777997,1032.23900681869,1208.63124450244,413.850972916387,434.910828385974,453.22526118031,719.162734294678,687.490625127839,770.322488811485,997.176340951091,1083.86097823983,775.650554470509,1164.4059794962,913.695965071895,1128.47777654977
"gene-LOC124188793",143.349564001833,15.1549864808606,129.079073142482,132.919607094109,158.971523361902,67.2454992430972,80.4888037706637,145.149277703881,41.2177168294362,87.9781409713191,116.191553047514,99.9083916900811,100.988649172858,108.496375851173,146.216389812895,34.8820985070462,35.7504972794865,52.145319804179,152.584801647312,232.326228916395,53.8558478987756,123.198225945546,90.2593726153063,46.5284255445487,271.284200750309,294.905287741174,208.10524696664,181.372419792793,205.679013467998,222.723676112886,57.391444083516,237.785826858739,114.652716920448,144.796598486574,159.637221170232,36.8403397842707
"gene-LOC124188794",1.87385050982788,0,0,3.35091446455738,1.15196756059349,1.56384881960691,1.18365887898035,0,2.42457157820213,0,3.4684045685825,4.6111565395422,0,1.23291336194514,0,0,3.9722774754985,4.08982900424933,1.51074061036942,1.78712483781842,1.53873851139359,3.07995564863866,0,1.10781965582259,3.25866907808178,8.93652387094468,4.11275191633676,11.5993989402367,12.4998295477789,13.3969128488954,4.3043583062637,6.91237868775403,3.98792058853732,9.04978740541087,5.1914543469994,7.75586100721489
"gene-LOC124188795",18.7385050982788,3.5658791719672,31.3976123860092,8.93577190548634,27.6472214542438,39.0962204901728,15.3875654267445,16.6564744906093,21.8211442038192,11.1236729963737,26.0130342643687,21.5187305178636,40.0984342303997,29.5899206866834,64.752972631425,28.341705036975,14.8960405331194,10.2245725106233,6.04296244147769,21.4454980538211,27.6972932050846,18.479733891832,8.2053975104824,39.8815076096132,19.5520144684907,12.9083122580312,9.87060459920821,17.9263438167295,13.6361776884861,9.21037758361557,17.2174332250548,30.4144662261177,8.97282132420897,21.1161706126254,20.7658173879976,17.4506872662335
"gene-LOC124188796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95768258062979,0.822550383267351,3.16347243824638,1.13634814070717,0.837307053055961,0,0,0,0,0,0
"gene-LOC124188797",12.1800283138812,13.372046894877,6.97724719689094,17.8715438109727,20.7354160906829,23.4577322941037,15.3875654267445,21.415467202212,14.5474294692128,20.2248599934067,27.74723654866,19.9816783380162,11.881017549748,14.7949603433417,14.6216389812895,23.9814427235943,19.8613873774925,25.5614312765583,9.06444366221653,10.7227490269105,6.92432330127115,4.61993347295799,11.4875565146754,12.1860162140485,18.7373471989703,20.8518890322043,6.58040306613881,16.8718530039807,51.1356663318228,30.9803609630706,17.2174332250548,35.944369176321,34.8943051497016,33.1825538198399,31.1487260819964,34.901374532467
"gene-LOC124188798",4.68462627456969,4.457348964959,5.2329353976682,5.58485744092896,8.06377292415445,12.5107905568553,1.18365887898035,0,2.42457157820213,3.033728999011,3.4684045685825,7.68526089923701,7.42563596859253,1.23291336194514,5.22201392188912,10.9006557834519,8.93762431987162,7.15720075743633,6.04296244147769,0,3.84684627848397,1.53997782431933,3.28215900419296,2.21563931164518,31.7720235112974,38.7249367740936,30.434364180892,39.0161600717054,37.4994886433367,46.0518879180779,35.8696525521975,35.944369176321,64.8037095637315,64.8568097387779,49.3188162964943,46.5351660432893
"gene-LOC124188800",9.36925254913939,11.5891073088934,12.2101825945591,10.0527433936721,11.5196756059349,12.5107905568553,43.7953785222729,38.0719416928213,41.2177168294362,50.5621499835167,46.8234616758637,43.0374610357272,17.8215263246221,16.0278737052869,13.5772361969117,8.72052462676155,12.9099017953701,21.471602272309,18.1288873244331,8.9356241890921,16.9261236253295,12.3198225945546,21.3340335272542,16.6172948373388,14.664010851368,12.9083122580312,14.8059068988123,29.5257427569662,21.5906146734363,19.2580622202871,21.5217915313185,15.2072331130589,12.9607419127463,25.6410643153308,18.1700902144979,5.81689575541117
"gene-LOC124188801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4347861020879,2.76495147510161,0,0,0,1.93896525180372
"gene-LOC124188802",741.107876636926,777.361659488849,760.519944461112,963.946394304339,946.917334807852,814.765235015201,762.276318063345,839.96221359787,613.416609285139,874.72519471484,769.985814225314,794.655976981107,698.009781047698,697.828962860951,561.888697995269,817.549183758895,794.455495099699,966.222102253905,702.494383821781,621.91944356081,792.450333367699,802.328446470371,961.672588228537,870.746249476555,393.484291178375,620.591935482269,551.931307172393,621.09508870904,489.766048644791,524.154215213032,582.523157447688,601.376945834601,798.581097854598,748.115758847298,726.803608579917,705.783351656555
"gene-LOC124188803",74.9540203931151,165.813381496475,102.914396154141,96.0595479839782,96.7652750898535,95.3947779960216,67.4685561018799,64.2464016066359,87.2845768152768,38.4272339874727,60.6970799501937,92.2231307908441,66.8307237173328,91.2355887839406,137.861167537873,74.1244593274731,73.4871332967222,186.087219693345,31.7255528177579,37.5296215941868,116.944126865913,15.3997782431933,90.2593726153063,59.8222614144198,39.1040289369814,67.5204025804709,97.8834956088148,43.2341233227006,35.2267923619223,54.4249584486375,61.6958023897797,114.745486216717,218.338652222418,85.9729803514033,112.914132047237,131.849637122653
"gene-LOC124188804",965.033012561357,948.523859743275,987.280478360068,979.58399513894,963.044880656161,894.521524815153,1163.53667803768,1199.26616332387,1226.83321857028,977.871980681214,1078.67382082916,1014.45443869928,1106.41975932029,971.535729212772,1290.88184149099,1000.68020092089,932.492137373272,951.907700739032,1157.22730754298,1027.59678174559,1006.33498645141,959.406184550942,996.135257772563,1060.18341062222,641.143141112591,644.422665804789,676.95896542903,636.912450900272,645.445743921674,796.279007456219,1495.04711837559,1479.24903917936,936.164358159136,1173.45576690161,1321.22513131135,1198.2805256147
"gene-LOC124188805",260.465220866075,240.696844107786,254.669522686519,335.091446455738,301.815500875495,301.822822184134,288.812766471205,292.678051763564,261.85373044583,264.945665913628,267.067151780852,235.168983516652,239.105478188679,250.281412474864,231.857418131877,246.354820706014,242.308926005408,275.041000535768,264.379606814649,234.113353754213,250.045008101458,249.476407539731,269.137038343823,300.219126727922,155.601448478405,223.413096773617,233.604308847928,279.44006537843,243.178502111335,200.953692733431,397.435750278349,428.56747864075,488.520272095822,446.456178666936,447.762937428699,459.534764677482
"gene-LOC124188806",1.87385050982788,0.891469792991799,0,2.23394297637159,0,1.56384881960691,0,2.37949635580133,0,1.01124299967033,1.73420228429125,1.5370521798474,1.48512719371851,1.23291336194514,1.04440278437782,4.36026231338077,0,2.04491450212467,0,1.78712483781842,0.769369255696795,0,1.64107950209648,0,1.62933453904089,2.97884129031489,0.822550383267351,1.05449081274879,0,0,1.4347861020879,2.76495147510161,1.99396029426866,3.01659580180362,2.5957271734997,0
"gene-LOC124188807",369.148550436092,392.246708916392,354.095295242215,409.928536164186,399.732743525942,348.738286772341,311.302285171832,280.780569984557,303.071447275266,318.541544896155,317.359018025299,348.91084482536,301.480820324857,332.886607725189,249.6122654663,364.081903167295,327.712891728626,406.937985922809,293.083678411668,278.791474699674,338.52247250659,338.795121350253,357.755331457032,372.22740435639,548.27107238726,570.944580643688,542.883252956452,545.171750191127,519.311100303178,453.820422756331,507.914280139117,525.340780269306,729.78946770233,653.092991090484,637.251021094177,537.093374749631
"gene-LOC124188808",471.273403221711,653.447358262989,584.344452739616,719.32963839165,643.949866371763,469.154645882073,351.546687057164,392.61689870722,295.79773254066,393.37352687176,362.448277416871,451.893340875136,371.281798429627,417.957629699403,279.899946213257,455.647411748291,425.033689878339,534.7451423056,385.238855644202,461.078208157153,483.163892577587,511.272637674018,695.817708888907,504.057943399278,259.064191707502,264.123927741254,250.055316513275,278.385574565682,277.26894633255,227.747518431222,228.130990231976,280.642574722814,430.695423562031,331.825538198398,319.274442340463,314.112370792203
"gene-LOC124188809",51.5308890202666,49.9223084075408,73.2610955673549,56.9655458974754,65.6621509538291,90.7032315372008,94.6927103184279,90.4208615204506,126.077722066511,93.0343559696708,91.9127210674362,73.7785046326753,74.2563596859253,72.7418883547634,86.6854311033593,58.8635412306404,67.5287170834744,44.9881190467427,114.816286388076,109.014615106924,106.172957286158,133.978070715782,111.593406142561,117.428883517194,99.3894068814944,95.3229212900766,96.2383948422801,126.538897529855,99.9986363822312,136.481049648122,101.869813248241,110.598059004064,62.8097492694628,107.089150964029,85.6589967254902,98.8872278419898
"gene-LOC124188810",119.926432628984,145.309576257663,109.891643351032,183.18332406247,130.172334347065,93.8309291764147,121.916864534976,99.9388469436559,128.502293644713,134.495318956155,138.7361827433,153.70521798474,123.265557078636,128.222989642295,109.662292359671,146.068787498256,134.064364798074,148.256301404038,129.92369249177,101.86611575565,106.172957286158,100.098558580756,121.439883155139,103.027227991501,172.709461138335,148.942064515745,156.284572820797,166.609548414309,210.224406030827,154.064497762297,173.609118352636,226.726020958332,284.139341933284,276.018515865031,281.636398324718,246.248586979073
"gene-LOC124188811",491.885758829818,722.982002116349,734.355267472771,585.293059809355,607.086904432771,750.647433411317,1119.74129951541,1044.59890019678,1403.82694377903,1008.20927067132,1017.97674087896,939.138881886762,524.249899382633,668.239042174267,464.759239048131,669.300265103949,314.802989933256,459.083305726988,941.19140026015,1027.59678174559,765.522409418311,1381.36010841444,1250.50258059752,829.756922211119,640.328473843071,309.799494192749,910.563274276958,907.916589776712,669.309054876524,1245.07558789421,2578.31062545196,1722.5647689883,508.459875038508,2143.29131718147,2033.75224043702,2132.86177698409
"gene-LOC124188812",199.565079296669,180.968367977335,195.362921512946,224.511269125344,185.466777255552,245.524264678285,166.895901936229,190.359708464106,223.060585194596,183.034982940331,246.256724369357,233.631931336805,181.185517633658,157.812910328978,197.392126247409,257.255476489466,220.461399890167,223.918137982651,167.692207751006,193.009482484389,148.488266349481,190.957250215597,213.340335272542,189.437161145663,180.041466564019,164.829218064091,162.042425503668,235.151451242981,245.451198392749,248.680194757621,258.261498375822,304.144662261177,245.257116195045,336.350431901104,293.317170605466,217.164108202017
"gene-LOC124188813",0,0,0,0,1.15196756059349,0,0,0,0,0,0,0,0,0,0,0,0.993069368874624,0,0,0,1.53873851139359,0,0,0,0,0,0,0,0,0.837307053055961,2.8695722041758,1.38247573755081,1.99396029426866,4.52489370270543,3.89359076024955,0
"gene-LOC124188814",1357.6046943703,1465.57633967852,1746.05611102196,1442.01019124786,1559.76407704359,1391.82544945015,1409.7377248656,1596.64205474269,1537.17838058015,1418.77392853748,976.355886055973,1214.27122207945,1210.37866288058,1554.70374941282,1287.74863313786,1053.00334868146,1214.52383813367,1796.45739011652,1142.11990143928,1494.0363644162,1481.03581721633,957.866206726623,1631.2330250839,1381.45111081077,640.328473843071,1148.83979096478,1074.25080054716,1030.23752405557,796.580046635728,764.461339440093,1018.69813248241,1209.66627035696,1411.72388834221,957.76916707265,1205.71527209061,1260.32741367242
"gene-LOC124188815",684.892361342089,808.563102243562,842.502599024581,619.919175943115,679.660860750161,589.571004991805,685.338490929622,797.131279193446,676.455470318395,622.925687796926,331.232636299628,567.172254363691,611.872403812024,923.452108096912,614.10883721416,586.455281149714,628.612910497637,962.132273249655,581.635134992227,575.454197777532,709.358453752445,500.492792903782,656.431800838592,542.831631353069,373.117609440364,671.232237417623,697.522725010714,714.944771043682,456.811952564283,529.178057531368,568.175296426809,629.026460585617,964.079802278897,609.352351964332,761.845925422163,773.647135469685
"gene-LOC124188816",174.268097413993,196.123354458196,209.317415906728,204.405782338,196.986452861487,172.02337015676,195.303715031758,190.359708464106,167.295438895947,152.697692950221,143.938789596174,166.001635423519,170.789627277628,172.60787067232,125.328334125339,189.671410632064,170.807931446435,171.772818178472,151.074061036942,134.034362836382,130.023404212758,138.59800418874,160.825791205455,155.094751815162,153.972113939364,236.321409031648,170.267929336342,213.007144175256,194.315532060926,186.719472831479,156.391685127581,192.164127519562,292.115183110359,245.852557846995,254.381263002971,248.187552230876
"gene-LOC124188817",308.248408866686,344.998809887826,368.049789635997,417.747336581486,406.644548889503,336.227496215486,247.384705706893,266.503591849749,235.183443085607,313.485329897804,322.561624878172,302.799279429938,304.451074712294,319.324560743792,279.899946213257,348.820985070462,300.900018769011,406.937985922809,279.487012918343,293.088473402221,313.133287068595,346.495010471849,362.678569963322,317.944241221083,239.512177239011,226.391938063932,218.798401949115,244.64186855772,248.860242814871,261.23980055346,268.305001090437,287.554953410568,299.094044140299,301.659580180362,223.232536920974,255.943413238091
"gene-LOC124188818",0.936925254913939,9.80616772290979,17.4431179922273,1.11697148818579,2.30393512118699,0,0,2.37949635580133,4.84914315640426,2.02248599934067,0,1.5370521798474,7.42563596859253,0,2.08880556875565,0,0.993069368874624,0,3.02148122073884,53.6137451345526,3.84684627848397,0,8.2053975104824,14.4016555256937,16.2933453904089,71.4921909675574,7.40295344940616,85.4137558326523,35.2267923619223,12.5596057958394,8.6087166125274,12.4422816379573,3.98792058853732,7.54148950450906,22.0636809747475,13.5727567626261
"gene-LOC124188819",24.3600566277624,15.1549864808606,17.4431179922273,31.2752016692022,33.4070592572113,23.4577322941037,30.7751308534891,19.0359708464106,38.7931452512341,26.2923179914287,20.810427411495,30.741043596948,28.2174166806516,16.0278737052869,48.0425280813799,28.341705036975,51.6396071814805,53.1677770552413,40.7899964799744,30.3811222429132,27.6972932050846,43.1193790809412,13.1286360167718,45.4206058887262,131.161430392792,106.245339354565,87.1903406263392,114.939498589619,65.908192161016,128.945286170618,53.0870857772523,66.3588354024387,52.8399477981195,63.3485118378761,84.3611331387403,98.8872278419898
"gene-LOC124188820",29.0446829023321,14.2635166878688,34.8862359844547,22.3394297637159,18.4314809694959,29.7131275725313,61.5502617069781,66.6258979624373,82.4354336588725,55.6183649818684,43.3550571072812,23.055782697711,37.1281798429627,17.260787067232,53.264542003269,26.1615738802846,48.6603990748566,38.8533755403687,28.704071597019,21.4454980538211,35.3909857620526,24.6396451891093,11.4875565146754,28.8033110513873,149.084110322242,155.892694193146,119.269805573766,204.571217673266,117.043858492839,270.450178137076,40.1740108584612,37.3268449138718,35.8912852968359,55.807022333367,41.5316347759952,81.4365405757563
"gene-LOC124188821",866.655860795393,817.47780017348,835.52535182769,920.384506265093,881.255183854023,949.256233501395,867.621958292596,837.582717242069,807.38233554131,925.287344698356,922.595615242944,896.101420851035,954.936785560999,871.669746895216,868.943116602349,939.636528533557,923.5545130534,965.199645002842,923.062512935717,940.027664692489,982.484539524807,1031.78514229395,1152.03781047173,1031.38009957083,706.316522674227,708.964227094945,664.62070968002,746.579495426146,729.535506334005,670.682949497825,875.219522273619,891.69685072027,1173.44563317711,1138.76491518087,1013.63146125163,1109.08812403173
"gene-LOC124188822",189.258901492616,175.619549219384,176.175491721496,159.726922810568,164.73136116487,223.630381203788,158.610289783367,209.395679310517,220.636013616394,168.877580944946,150.875598733339,139.871748366114,154.453228146725,183.704090929826,182.770487266119,152.609180968327,134.064364798074,201.42407845928,169.202948361375,169.77685959275,224.655822663464,120.118270296908,201.852778757867,182.790243210727,91.24273418629,135.040805160942,151.349270521193,141.301768908338,89.7715031158666,112.199145109499,149.217754617142,165.897088506097,212.356771339612,156.862981693788,138.871403782234,147.361359137083
"gene-LOC124188823",91.818674981566,101.627556401065,87.2155899611367,68.1352607793334,38.0149294995853,42.2239181293866,60.3666028279978,57.1079125392319,50.9160031422448,54.6071219821981,31.2156411172425,50.7227219349642,72.7712324922068,64.1114948211474,78.3302088283367,41.4224919771173,47.667329705982,58.280063310553,108.773323946598,107.227490269105,100.78737249628,44.6593569052606,50.8734645649908,48.7440648561939,23.6253508160929,35.7460954837787,32.0794649474267,30.580233569715,22.7269628141434,18.4207551672311,24.3913637354943,34.5618934387701,40.8761860325075,24.132766414429,57.1059978169935,31.0234440288596
"gene-LOC124188824",0,0,0,0,0,0,0,0,0,0,0,3.0741043596948,0,0,0,0,0,0,0,0,0.769369255696795,0,0,0,85.5400632996468,80.4287148385021,74.8520848773289,64.3239395776764,53.4083626132371,84.5680123586521,5.7391444083516,4.14742721265242,14.954702207015,15.0829790090181,10.3829086939988,9.69482625901861
"gene-LOC124188825",734.549399852528,552.711271654916,627.952247720184,514.92385605365,624.366417841674,564.549423878095,777.663883490089,868.516169867486,846.175480792544,668.431622782091,548.007921836035,719.340420168584,862.858899550452,769.337937853769,797.923727264657,769.586298311707,703.093113163234,744.348878773378,743.284380301755,673.746063857545,653.194498086579,628.310952322287,544.838394696031,649.182318312037,300.612222453045,404.129468386054,467.208617695855,496.665172804682,415.903419498825,458.844265074667,816.393292088016,803.218403517018,663.988777991464,666.667672198601,805.973287371658,659.248185613266
"gene-LOC124188826",432.85946777024,355.696447403728,420.379143612679,317.219902644765,380.149294995853,308.078217462561,361.015958089006,375.96042421661,390.356024090543,310.451600898793,242.788319800775,293.576966350854,424.746377403493,343.982827982695,382.251419082283,303.038230779964,353.532695319366,356.837580620754,277.976272307974,259.133101483671,294.668424931872,244.856474066773,211.699255770446,286.925290858051,149.084110322242,293.912340644403,244.297463830403,246.750850183218,261.36007236265,254.541344129012,374.479172644942,381.563303564022,319.033647082986,434.389795459722,476.315936337195,319.929266547614
"gene-LOC124188827",676.460034047864,660.579116606923,657.605548306971,629.971919336787,620.910515159893,686.529631807434,763.459976942325,799.510775549247,880.119482887374,758.432249752751,785.593634783936,617.894976298655,738.108215278098,627.552901230078,832.389019149125,732.52406864797,635.564396079759,600.18240637359,655.661424900329,673.746063857545,646.270174785308,599.051373660219,553.043792206513,670.230891772666,708.760524482788,636.479089030616,772.374809888043,807.739962565576,829.534142716236,998.907314295762,1117.69837352647,952.525783172505,815.529760355882,1128.20682987455,1158.99218296762,1118.78295029075
"gene-LOC124188828",1508.44966041144,1701.81583482135,1514.06264172533,1507.91150905082,1373.14533222744,1418.41087938347,1642.91852402472,1634.71399643551,1546.87666689296,1520.90947150418,1722.06286830121,1718.42433706939,1715.32190874487,1694.02295931263,1488.2739677384,1595.85600669736,1499.53474700068,1630.81931544442,1433.69283924058,1333.19512901254,1424.87186155046,1248.92201552298,1294.81172715412,1316.08975111724,894.50466193345,837.054402578485,817.615080967747,846.756122637282,892.03329045513,779.5328663951,1176.52460371208,1119.80534741615,1414.71482878361,1351.43491920802,1255.03408838711,1246.75465690979
"gene-LOC124188829",21121.1060215249,20164.1552476815,20565.436112836,18064.7798784288,18915.3073449452,22513.1676070611,23405.6706729574,21822.361079054,23561.9865969683,23874.4359792169,24656.888078053,20751.7414801198,23384.8127922916,23056.7127817361,26017.117761636,21238.8377284777,22806.8311255746,20341.7870098851,24543.4919560616,24821.37687246,27056.4086150892,24323.9497351238,23508.4638675321,23086.9616273428,21623.7133348812,21683.9786992989,21355.8756007702,17596.2881923391,19020.1951791566,18882.948660518,21671.0092859357,20051.4280974369,21467.9735082435,22914.0617105003,19231.7426284593,22833.2548052406
"gene-LOC124188830",519.056591222322,434.145789187006,472.708497589361,587.527002785727,554.09639664547,605.209493187875,499.504046929707,487.796752939273,497.037173531437,499.554041837145,537.602708130287,464.189758313915,408.409978272589,408.094322803842,479.380878029421,451.28714943491,474.68715832207,524.520569794977,460.775886162674,419.974336887329,445.464799048444,505.11272637674,484.118453118461,456.421698198907,470.063014513297,430.939039998888,488.594927660807,441.831650541745,424.994204624482,463.868107393003,383.087889257469,347.001410125252,389.819237529523,402.715539540784,329.657351034462,444.023042663052
"gene-LOC124188831",1536.55741805886,1662.59116392971,1547.20456591057,1569.34494090104,1469.9106073173,1427.79397230111,1289.0045192096,1268.27155764211,1253.5035059305,1272.14369358528,1396.03283885446,1347.99476172617,1409.38570683886,1404.28831925552,1324.30273059108,1373.48262871494,1362.49117409598,1574.58416663599,1305.27988735918,1265.28438517544,1284.84665701365,1218.12245903659,1257.0668986059,1266.23786660522,1265.99293683477,1076.35465290045,1110.44301741092,1123.03271557747,1223.84694754162,1106.08261708692,1386.00337461691,1383.85821328836,1742.72129719081,1594.27088125321,1518.50039649733,1326.25223223375
"gene-LOC124188832",1739.87019837518,2087.82225518679,1873.39087236522,2256.2824061353,1877.70712376739,1860.98009533222,1665.40804272535,1675.16543448414,1445.04466060847,1630.12371546858,1881.60947845601,1904.40765083093,1495.52308407454,1705.11917957013,1355.63481412241,1890.17371285057,1573.0218802974,1961.07300753755,1448.80024534428,1336.76937868818,1477.18897093785,1546.13773561661,1690.31188715937,1606.33850094275,1566.60515928782,1437.78739612532,1434.52786841826,1506.86737141803,1594.29644141216,1419.23545492985,1604.09086213427,1624.4089916222,1906.22604132084,1871.79769501915,1624.92521061081,1721.80114360171
"gene-LOC124188833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88800361712268,14.8942064515745,9.87060459920821,8.43592650199035,14.7725258291932,15.0715269550073,1.4347861020879,2.76495147510161,1.99396029426866,0,2.5957271734997,0
"gene-LOC124188834",24.3600566277624,20.5038052388114,24.4203651891183,11.1697148818579,34.5590268178048,59.4262551450626,43.7953785222729,57.1079125392319,38.7931452512341,35.3935049884617,26.0130342643687,29.2039914171006,49.0091973927107,40.6861409441897,44.9093197282464,21.8013115669039,38.7297053861103,33.741089285057,39.279255869605,41.1038712698237,63.0882789671372,35.4194899593446,44.3091465566049,36.5580486421454,26.8840198941747,25.8166245160624,46.885371846239,43.2341233227006,18.1815702513148,42.702659705854,28.695722041758,26.2670390134653,43.8671264739105,37.7074475225453,16.8722266277481,63.9858533095228
"gene-LOC124188835",152.718816550972,120.348422053893,146.52219113471,107.229262865836,132.476269468252,209.555741827326,201.222009426659,171.323737617696,184.267439943362,173.933795943298,190.762251272037,170.612791963062,164.849118502754,140.552123261746,203.658542953676,161.329705595089,154.918821544441,141.099100646602,238.697016438369,259.133101483671,244.659423311581,227.916717999261,254.367322824954,217.132652541227,152.342779400323,170.786900644721,155.462022437529,156.064640286822,148.86160643264,189.231393990647,215.217915313185,175.574418668952,153.534942658687,143.288300585672,150.552176062983,209.408247194802
"gene-LOC124188836",4974.1361783381,4882.58005621609,4386.94417504518,4944.8327781985,4747.25831720579,4439.76679886402,4317.98759052031,4118.9081918921,4066.00653664497,4505.08756353134,4380.59497011969,4522.00751311106,4000.93265987766,3421.33457939777,3677.34220379432,4536.85293707269,4262.25373120989,4280.00605294693,5406.94064451216,5039.69204264795,5424.0532526624,4824.75052359246,4893.6990752517,5492.5698535684,3791.46147234816,3931.07755611889,3365.87616833,4147.31236654101,4557.89239237647,4535.69230640414,3958.57485566052,3937.29090054469,4703.75233417977,4558.07625652527,5056.47653397742,4364.61078181018
